SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download",,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,73-12 35th Ave Unit C51,Jackson Heights,NY,11372,1285000,3,2,Washington Plaza,1518,,1940,5,847,,Pre On-Market,,,https://www.redfin.com/NY/Jackson-Heights/7312-35th-Ave-11372/unit-C51/home/105424869,OneKey® MLS as Distributed by MLS Grid,864390,N,Y,40.7501671,-73.8924608
MLS Listing,,Condo/Co-op,84-40 153rd Ave Unit 3N,Howard Beach,NY,11414,119000,0,1,LindenWood,490,,1962,5,243,,Active,,,https://www.redfin.com/NY/Howard-Beach/8440-153rd-Ave-11414/unit-3N/home/20641624,OneKey® MLS as Distributed by MLS Grid,864385,N,Y,40.665941,-73.848104
MLS Listing,,Condo/Co-op,44-11 Macnish St Unit 1E,Elmhurst,NY,11373,319000,1,1,Elmhurst,700,,1951,5,456,,Active,,,https://www.redfin.com/NY/Elmhurst/4411-Macnish-St-11373/unit-1E/home/20643078,OneKey® MLS as Distributed by MLS Grid,864349,N,Y,40.7423873,-73.8798549
MLS Listing,,Single Family Residential,53-46 Hollis Ct Blvd,Fresh Meadows,NY,11365,1289900,5,3,Fresh Meadows,1800,,1950,5,717,,Active,,,https://www.redfin.com/NY/Fresh-Meadows/5346-Hollis-Court-Blvd-11365/home/20838851,OneKey® MLS as Distributed by MLS Grid,864368,N,Y,40.7466669,-73.7811827
MLS Listing,,Condo/Co-op,102-10 66th Rd Unit 26H,Forest Hills,NY,11375,459000,2,1,Forest Hills,1000,,1965,5,459,,Active,May-25-2025 12:00 PM,May-25-2025 01:30 PM,https://www.redfin.com/NY/Forest-Hills/10210-66th-Rd-11375/unit-26H/home/20657350,OneKey® MLS as Distributed by MLS Grid,859087,N,Y,40.7282586,-73.8513251
MLS Listing,,Single Family Residential,187-16 Williamson Ave,Springfield Gardens,NY,11413,950000,3,2.5,Springfield Gardens,1299,4000,1940,5,731,,Active,May-25-2025 11:00 AM,May-25-2025 01:30 PM,https://www.redfin.com/NY/Springfield-Gardens/18716-Williamson-Ave-11413/home/20702791,OneKey® MLS as Distributed by MLS Grid,864332,N,Y,40.6814179,-73.7555597
MLS Listing,,Single Family Residential,7914 153rd St,Kew Garden Hills,NY,11367,1275000,4,2.5,Kew Garden Hills,1456,2400,1925,5,876,,Active,,,https://www.redfin.com/NY/Flushing/7914-153rd-St-11367/home/20820148,OneKey® MLS as Distributed by MLS Grid,862452,N,Y,40.7201745,-73.8111543
MLS Listing,,Condo/Co-op,87-30 62nd Ave Unit 5-E,Queens,NY,11374,429000,1,1,Off Island,630,630,1987,5,681,393,Active,,,https://www.redfin.com/NY/Rego-Park/8730-62nd-Ave-11374/unit-5E/home/20893975,SIBORMLS,2502851,N,Y,40.728287,-73.867805
MLS Listing,,Condo/Co-op,59-21 Calloway Unit 4G,Corona,NY,11368,320000,2,2,Corona,1200,,1945,5,267,,Active,,,https://www.redfin.com/NY/Flushing/59-21-Calloway-St-11368/unit-4G/home/40132820,OneKey® MLS as Distributed by MLS Grid,864300,N,Y,40.7376186,-73.8562874
MLS Listing,,Single Family Residential,7345 53rd Rd,Maspeth,NY,11378,838000,3,1,Maspeth,1278,1780,1960,5,656,,Active,,,https://www.redfin.com/NY/Maspeth/7345-53rd-Rd-11378/home/20909479,OneKey® MLS as Distributed by MLS Grid,864259,N,Y,40.730718,-73.888749
MLS Listing,,Single Family Residential,21-12 144th St,Whitestone,NY,11357,889000,3,1.5,Whitestone,1332,2025,1960,5,667,,Active,,,https://www.redfin.com/NY/Whitestone/2112-144th-St-11357/home/20868120,OneKey® MLS as Distributed by MLS Grid,857877,N,Y,40.7802839,-73.8242108
MLS Listing,,Single Family Residential,186-39 Ilion Ave,Saint Albans,NY,11412,789900,4,2,Saint Albans,1080,4000,1930,5,731,,Active,May-25-2025 01:00 PM,May-25-2025 02:00 PM,https://www.redfin.com/NY/Saint-Albans/18639-Ilion-Ave-11412/home/20752989,OneKey® MLS as Distributed by MLS Grid,864289,N,Y,40.6996649,-73.7690334
MLS Listing,,Condo/Co-op,21-50 33rd Rd Unit 12AB,Astoria,NY,11106,889000,3,2,Queensview,1450,,1950,5,613,,Active,May-24-2025 02:30 PM,May-24-2025 04:00 PM,https://www.redfin.com/NY/Astoria/2150-33rd-Rd-11106/unit-12AB/home/194712829,OneKey® MLS as Distributed by MLS Grid,864164,N,Y,40.7629128,-73.9312509
MLS Listing,,Single Family Residential,224-06 114 Rd,Cambria Heights,NY,11411,790000,3,2,Cambria Heights,1000,,1950,5,790,,Active,May-24-2025 01:00 PM,May-24-2025 04:00 PM,https://www.redfin.com/NY/Cambria-Heights/22406-114th-Rd-11411/home/20735571,OneKey® MLS as Distributed by MLS Grid,864253,N,Y,40.7007925,-73.7331432
MLS Listing,,Condo/Co-op,5803 Calloway St Unit 5A,Corona,NY,11368,218888,1,1,Corona,700,,1963,5,313,,Active,May-25-2025 01:00 PM,May-25-2025 03:00 PM,https://www.redfin.com/NY/Corona/5803-Calloway-St-11368/unit-5A/home/40275254,OneKey® MLS as Distributed by MLS Grid,864287,N,Y,40.738225,-73.857988
MLS Listing,,Multi-Family (2-4 Unit),14-09 131 St,College Point,NY,11356,1348000,7,3,College Point,3000,,1910,5,449,,Active,May-25-2025 11:00 AM,May-25-2025 01:00 PM,https://www.redfin.com/NY/College-Point/1409-131st-St-11356/home/20866866,OneKey® MLS as Distributed by MLS Grid,864242,N,Y,40.7857244,-73.8373806
MLS Listing,,Condo/Co-op,128-19 Newport Ave Unit 2A,Belle Harbor,NY,11694,499000,2,1,Belle Harbor,800,,,5,624,,Active,,,https://www.redfin.com/NY/Rockaway-Park/12819-Newport-Ave-11694/unit-2A/home/92323013,BNYMLS,492816,N,Y,40.5776784,-73.8487006
MLS Listing,,Condo/Co-op,153-25 88th St Unit 4F,Howard Beach,NY,11414,175000,1,1,Howard Beach,,,1963,5,,,Active,,,https://www.redfin.com/NY/Howard-Beach/15325-88th-St-11414/unit-4F/home/40342967,OneKey® MLS as Distributed by MLS Grid,864269,N,Y,40.6661074,-73.8471891
MLS Listing,,Single Family Residential,17363 105th Ave,Jamaica,NY,11433,789000,3,2.5,Jamaica,2000,2000,1920,5,395,,Active,May-25-2025 01:00 PM,May-25-2025 04:00 PM,https://www.redfin.com/NY/Jamaica/17363-105th-Ave-11433/home/20758073,OneKey® MLS as Distributed by MLS Grid,864244,N,Y,40.7035171,-73.7818567
MLS Listing,,Condo/Co-op,132-49 41 Rd Unit 2A,Flushing,NY,11355,570000,2,2,Flushing,716,,2005,5,796,373,Active,May-25-2025 12:00 PM,May-25-2025 03:00 PM,https://www.redfin.com/NY/Flushing/13249-41st-Rd-11355/unit-2A/home/23176364,OneKey® MLS as Distributed by MLS Grid,864211,N,Y,40.7563511,-73.8320317
MLS Listing,,Condo/Co-op,35-10 150th St Unit 5H,Flushing,NY,11369,300000,1,1,Flushing,850,,1963,5,353,,Active,,,https://www.redfin.com/NY/Flushing/35-10-150th-St-11354/unit-5H/home/190407290,OneKey® MLS as Distributed by MLS Grid,864230,N,Y,40.7661203,-73.8156657
MLS Listing,,Single Family Residential,6-27 129th St,College Point,NY,11356,1388000,5,3.5,College Point,2200,,1925,5,631,,Active,,,https://www.redfin.com/NY/College-Point/627-129th-St-11356/home/20871129,OneKey® MLS as Distributed by MLS Grid,861833,N,Y,40.790843,-73.838778
MLS Listing,,Single Family Residential,19907 100th Ave,Hollis,NY,11423,750000,3,2,Hollis,1520,4000,1940,5,493,,Active,,,https://www.redfin.com/NY/Hollis/19907-100th-Ave-11423/home/20743702,BNYMLS,492807,N,Y,40.7106039,-73.7601
MLS Listing,,Condo/Co-op,242-12 99A Oak Park Dr,Douglaston,NY,11362,949000,2,2.5,Douglaston,1680,,1996,5,565,498,Active,May-25-2025 01:00 PM,May-25-2025 03:00 PM,https://www.redfin.com/NY/Douglaston/99-Oak-Park-Dr-11362/home/195847226,OneKey® MLS as Distributed by MLS Grid,863978,N,Y,40.7458532,-73.7342129
MLS Listing,,Multi-Family (2-4 Unit),9735 77th St,Ozone Park,NY,11416,1398000,8,2,Ozone Park,2984,4000,1940,5,468,,Pre On-Market,,,https://www.redfin.com/NY/Ozone-Park/9735-77th-St-11416/home/20782730,OneKey® MLS as Distributed by MLS Grid,864207,N,Y,40.6808819,-73.8606286
MLS Listing,,Condo/Co-op,22-39 78th St Unit 2F,East Elmhurst,NY,11370,529000,2,1,East Elmhurst,747,,1948,5,708,551,Active,,,https://www.redfin.com/NY/East-Elmhurst/2239-78th-St-11370/unit-2F/home/20941686,OneKey® MLS as Distributed by MLS Grid,864184,N,Y,40.7675228,-73.8911005
MLS Listing,,Single Family Residential,237-20 93 Ave,Bellerose,NY,11426,749000,3,1,Bellerose,1296,,1925,5,578,,Active,,,https://www.redfin.com/NY/Bellerose/23720-93rd-Ave-11426/home/20804964,OneKey® MLS as Distributed by MLS Grid,864134,N,Y,40.7239561,-73.7293499
MLS Listing,,Multi-Family (2-4 Unit),16837 90th Ave,Jamaica,NY,11432,999000,6,2,Jamaica,1800,2500,1920,5,555,,Pre On-Market,,,https://www.redfin.com/NY/Jamaica/16837-90th-Ave-11432/home/20761242,OneKey® MLS as Distributed by MLS Grid,864171,N,Y,40.7083714,-73.7922439
MLS Listing,,Multi-Family (2-4 Unit),8777 111 St,Richmond Hill,NY,11418,1249000,6,2,Richmond Hill,1825,,1920,5,684,,Active,May-25-2025 01:30 PM,May-25-2025 03:00 PM,https://www.redfin.com/NY/Richmond-Hill/8777-111th-St-11418/home/20773983,OneKey® MLS as Distributed by MLS Grid,863913,N,Y,40.6949527,-73.8358649
MLS Listing,,Condo/Co-op,3116 21st St Ph 2B,Astoria,NY,11106,1328888,2,2,Astoria,886,10608,2023,5,1500,433,Active,May-25-2025 12:00 PM,May-25-2025 02:00 PM,https://www.redfin.com/NY/Long-Island-City/3116-21st-St-11106/unit-2-B/home/194538117,OneKey® MLS as Distributed by MLS Grid,864146,N,Y,40.767004,-73.930531
MLS Listing,,Single Family Residential,89-28 204 St,Hollis,NY,11423,749900,3,2,Hollis,156,2400,1925,5,4807,,Active,May-24-2025 01:00 PM,May-24-2025 05:00 PM,https://www.redfin.com/NY/Hollis/8928-204th-St-11423/home/20752210,OneKey® MLS as Distributed by MLS Grid,864099,N,Y,40.7180447,-73.7597026
MLS Listing,,Multi-Family (2-4 Unit),181 Beach 91 St,Rockaway Beach,NY,11693,1499000,6,5,Rockaway Beach,,5000,,5,,,Active,,,https://www.redfin.com/NY/Rockaway-Beach/181-Beach-91st-St-11693/home/20671622,BNYMLS,492798,N,Y,40.5861643,-73.8144055
MLS Listing,,Single Family Residential,3430 71st St,Jackson Heights,NY,11372,1188888,3,2,Jackson Heights,1224,1842,1935,5,971,,Active,May-25-2025 12:00 PM,May-25-2025 02:00 PM,https://www.redfin.com/NY/Jackson-Heights/3430-71st-St-11372/home/20934803,OneKey® MLS as Distributed by MLS Grid,863876,N,Y,40.7517409,-73.8953218
MLS Listing,,Multi-Family (2-4 Unit),196-19 42nd Rd,Flushing,NY,11358,1588000,5,2,Flushing,2592,5850,1954,5,613,,Active,,,https://www.redfin.com/NY/Flushing/19619-42nd-Rd-11358/home/20847582,OneKey® MLS as Distributed by MLS Grid,864118,N,Y,40.7591456,-73.785024
MLS Listing,,Condo/Co-op,269-10 Grand Central Pkwy Unit 11G,Floral Park,NY,11005,735000,2,2.5,North Shore Towers,1553,,1975,5,473,,Active,,,https://www.redfin.com/NY/Queens/26910-Grand-Central-Pkwy-11005/unit-11G/home/40269444,OneKey® MLS as Distributed by MLS Grid,862785,N,Y,40.757181,-73.714414
MLS Listing,,Multi-Family (2-4 Unit),39-17 51 St,Woodside,NY,11377,1680000,6,3,Woodside,2400,2400,1925,5,700,,Active,,,https://www.redfin.com/NY/Woodside/3917-51st-St-11377/home/20960306,OneKey® MLS as Distributed by MLS Grid,864096,N,Y,40.7481834,-73.9126976
